n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
50,3,0.1,1.0,0.826198005912682,0.5097008525866192,UP,0.8559732437133789,0.1440267562866211
100,3,0.05,0.5,0.8264233736340639,0.5148735412303412,UP,0.8882098197937012,0.11179018020629883
300,9,0.01,0.5,0.8267433080964287,0.5340017700379843,UP,0.8844503164291382,0.11554968357086182
50,9,0.03,1.0,0.8272453629678457,0.49491114079497794,UP,0.8057149648666382,0.19428503513336182
150,3,0.03,0.8,0.8292102535149821,0.5083939378947542,UP,0.8367938995361328,0.1632061004638672
150,9,0.01,1.0,0.8292631228317983,0.4803179471956991,UP,0.793029248714447,0.20697075128555298
100,5,0.03,0.8,0.8306800512952967,0.4907389084032829,UP,0.8301340341567993,0.16986596584320068
100,3,0.05,0.8,0.8316169225098795,0.5153751436094484,UP,0.8304519653320312,0.16954803466796875
300,7,0.01,0.8,0.8369700580776146,0.5162230577681031,UP,0.8645350933074951,0.13546490669250488
50,9,0.05,0.8,0.8389554416809816,0.4981282672867297,UP,0.8535744547843933,0.1464255452156067
300,5,0.01,1.0,0.839116848696781,0.5205560777717311,UP,0.8056661486625671,0.19433385133743286
50,3,0.1,0.8,0.8392052174619596,0.5263169467394472,UP,0.8411798477172852,0.15882015228271484
100,7,0.03,0.8,0.8392389144598819,0.5096335141850404,UP,0.8729198575019836,0.12708014249801636
200,3,0.03,0.5,0.8397400205510029,0.5260297278429173,UP,0.8629683256149292,0.1370316743850708
100,7,0.03,0.5,0.8404562914640711,0.5234914823793269,UP,0.8164293766021729,0.18357062339782715
200,3,0.03,1.0,0.8416001718182354,0.5126417542065888,UP,0.8951741456985474,0.10482585430145264
50,3,0.2,0.5,0.8456453566597345,0.5504089777206088,UP,0.8729254007339478,0.12707459926605225
100,9,0.03,0.5,0.8467691209957251,0.5282780059037914,UP,0.843510627746582,0.15648937225341797
100,5,0.03,1.0,0.8475041508078588,0.5183050512046703,UP,0.7814760804176331,0.21852391958236694
300,9,0.01,0.8,0.8475704528104382,0.5182061049819423,UP,0.8815287351608276,0.11847126483917236
200,3,0.03,0.8,0.8570442581497283,0.5166174684059214,UP,0.8628829717636108,0.13711702823638916
200,7,0.01,1.0,0.8571534584607993,0.487084769427816,UP,0.8065294027328491,0.19347059726715088
150,3,0.05,1.0,0.8578078268659045,0.5090164745460842,UP,0.911421537399292,0.08857846260070801
100,9,0.03,0.8,0.8579464567465998,0.5053348505087485,UP,0.8928576111793518,0.1071423888206482
200,9,0.01,1.0,0.8588448702249066,0.49744938625856844,UP,0.8437565565109253,0.1562434434890747
250,3,0.03,1.0,0.8668407400014538,0.5165831120785853,UP,0.9161237478256226,0.08387625217437744
150,5,0.03,0.5,0.8672163606340654,0.5310979732515378,UP,0.8594362139701843,0.14056378602981567
150,5,0.03,0.8,0.8688091302412958,0.5094452415112386,UP,0.8831933736801147,0.11680662631988525
50,5,0.1,0.5,0.8690372538206335,0.5462257513041662,UP,0.9367055892944336,0.0632944107055664
150,3,0.05,0.5,0.8719202393202354,0.5113746928544336,UP,0.928171694278717,0.07182830572128296
250,3,0.03,0.5,0.8739114592115712,0.5106394674494412,UP,0.867793083190918,0.13220691680908203
100,5,0.05,0.8,0.8764921346345941,0.4950774254192846,UP,0.949080228805542,0.05091977119445801
250,7,0.01,1.0,0.8793696942310838,0.47734543775458044,UP,0.8284797668457031,0.17152023315429688
50,9,0.05,1.0,0.8813848811065289,0.5046669635053349,UP,0.9156917333602905,0.08430826663970947
150,3,0.05,0.8,0.8850636175352533,0.5207196138898508,UP,0.8881676197052002,0.1118323802947998
100,3,0.1,0.5,0.886288508608169,0.5225721070598129,UP,0.9127120971679688,0.08728790283203125
150,5,0.03,1.0,0.8870065903716311,0.5299738342211008,UP,0.8662098050117493,0.13379019498825073
250,3,0.03,0.8,0.8878638937238196,0.5077659042310504,UP,0.8968990445137024,0.10310095548629761
50,7,0.05,1.0,0.8897138282606326,0.48951582315011793,UP,0.8411237001419067,0.15887629985809326
300,3,0.03,1.0,0.8899434857341607,0.5143238399929638,UP,0.9230785369873047,0.07692146301269531
100,5,0.05,0.5,0.8906745344872783,0.509498837381883,UP,0.8721265196800232,0.1278734803199768
150,7,0.03,0.5,0.8908583505425045,0.5317823512920727,UP,0.8692787885665894,0.13072121143341064
100,7,0.05,0.5,0.8914879168224502,0.5356838558243595,UP,0.9003664255142212,0.09963357448577881
200,3,0.05,0.5,0.8916082585323357,0.5156706080245387,UP,0.9498346447944641,0.05016535520553589
250,9,0.01,1.0,0.8928076272565985,0.5002748506186887,UP,0.8807473182678223,0.11925268173217773
300,3,0.03,0.5,0.8937503899511894,0.518372389606249,UP,0.9103962779045105,0.0896037220954895
100,3,0.1,1.0,0.8975865471923529,0.5332211942809083,UP,0.9675915837287903,0.03240841627120972
200,3,0.05,1.0,0.8990903637109223,0.5113293425023501,UP,0.917462944984436,0.08253705501556396
150,7,0.03,0.8,0.9001846533726452,0.5233842906380382,UP,0.9291623830795288,0.07083761692047119
200,5,0.03,0.5,0.9003211051100019,0.5318867945271745,UP,0.8852918148040771,0.11470818519592285
200,5,0.03,0.8,0.9011389518550329,0.5173362027737923,UP,0.9117512106895447,0.08824878931045532
100,7,0.03,1.0,0.9024811305134809,0.5016917055580291,UP,0.8684253692626953,0.1315746307373047
150,9,0.03,0.5,0.9030403226313825,0.5384474787952748,UP,0.9140116572380066,0.08598834276199341
100,5,0.05,1.0,0.9033443926712496,0.5117017650906732,UP,0.8410857319831848,0.15891426801681519
300,7,0.01,1.0,0.903413114090578,0.4904846715809957,UP,0.8517093658447266,0.14829063415527344
50,7,0.1,0.8,0.917463360415283,0.5326811128151849,UP,0.8904882669448853,0.10951173305511475
100,7,0.05,0.8,0.9174966281497688,0.524573019563867,UP,0.9306666851043701,0.06933331489562988
150,9,0.03,0.8,0.9182217966810281,0.5228689457279968,UP,0.9422852993011475,0.05771470069885254
50,3,0.2,1.0,0.9215688287630491,0.51494087963192,UP,0.9487786889076233,0.05122131109237671
300,3,0.03,0.8,0.9215802116125169,0.49806642589752476,UP,0.9107009172439575,0.08929908275604248
100,9,0.05,0.5,0.9223753667401287,0.5319486359163794,UP,0.8636004328727722,0.13639956712722778
200,3,0.05,0.8,0.9224887983304244,0.5204378920056949,UP,0.9308283925056458,0.06917160749435425
100,9,0.03,1.0,0.9230458432690288,0.4987535524442466,UP,0.9110413193702698,0.08895868062973022
100,3,0.1,0.8,0.9232444000441392,0.522900553549146,UP,0.9060643315315247,0.09393566846847534
300,9,0.01,1.0,0.9249288993310657,0.5022524008201542,UP,0.9018850922584534,0.09811490774154663
200,7,0.03,0.5,0.9250883106228948,0.5340952192483385,UP,0.9040072560310364,0.09599274396896362
250,5,0.03,0.5,0.9253812908076736,0.5296275224415531,UP,0.9005245566368103,0.0994754433631897
50,7,0.1,0.5,0.926043557713109,0.5430141218247883,UP,0.834323525428772,0.16567647457122803
200,5,0.03,1.0,0.9261157776823925,0.5347122588872948,UP,0.9099788069725037,0.09002119302749634
250,3,0.05,1.0,0.9273130476078704,0.501573519791993,UP,0.9312161207199097,0.06878387928009033
150,5,0.05,0.8,0.9335175449305874,0.50460512211613,UP,0.9642602205276489,0.035739779472351074
250,5,0.03,0.8,0.9340566212346447,0.5204406405118818,UP,0.925934374332428,0.07406562566757202
50,5,0.1,1.0,0.9355425683162597,0.5217984025682042,UP,0.8538134694099426,0.14618653059005737
250,3,0.05,0.5,0.9385786701902171,0.5124026341683295,UP,0.9522917866706848,0.047708213329315186
200,9,0.03,0.5,0.9412443193382073,0.539526267473628,UP,0.9378170967102051,0.06218290328979492
150,5,0.05,0.5,0.9415884700743806,0.5205024819010867,UP,0.8950966596603394,0.10490334033966064
50,9,0.1,0.5,0.9435436353448893,0.5517048983877263,UP,0.9055209159851074,0.09447908401489258
50,5,0.1,0.8,0.9456359295958571,0.505404937416514,UP,0.8397642374038696,0.16023576259613037
200,7,0.03,0.8,0.9481914295349414,0.525976131972273,UP,0.9474769830703735,0.052523016929626465
300,5,0.03,0.5,0.950360365338128,0.5319431389040057,UP,0.912946879863739,0.08705312013626099
50,9,0.1,0.8,0.9506290537653822,0.5117045135968601,UP,0.9327911138534546,0.06720888614654541
150,7,0.05,0.5,0.9534512270746944,0.5404731278550109,UP,0.933146059513092,0.06685394048690796
250,7,0.03,0.5,0.953606930295921,0.5310636169242017,UP,0.9156384468078613,0.08436155319213867
50,7,0.1,1.0,0.9546878515031129,0.5144791305925229,UP,0.9411492347717285,0.058850765228271484
250,5,0.03,1.0,0.9601191271767952,0.5400168758279874,UP,0.9355135560035706,0.06448644399642944
300,3,0.05,0.5,0.9620739548386306,0.5098107928340947,UP,0.9607321619987488,0.03926783800125122
100,9,0.05,0.8,0.9633578924687746,0.5151415205835629,UP,0.9217791557312012,0.07822084426879883
300,3,0.05,1.0,0.9642494669911915,0.505909288301808,UP,0.9536340832710266,0.04636591672897339
150,7,0.03,1.0,0.9653176917927707,0.5086866538036577,UP,0.9032620191574097,0.09673798084259033
150,3,0.1,0.5,0.9681185053856648,0.5215922646041876,UP,0.9742606282234192,0.02573937177658081
250,9,0.03,0.5,0.9693511129639809,0.5396417047334774,UP,0.9565971493721008,0.04340285062789917
300,5,0.03,0.8,0.9694837622137843,0.5200434813678765,UP,0.9312463998794556,0.06875360012054443
200,9,0.03,0.8,0.9699988931060869,0.5233787936256644,UP,0.9590040445327759,0.04099595546722412
150,5,0.05,1.0,0.9709383612396086,0.5067407114233414,UP,0.8751585483551025,0.12484145164489746
150,3,0.1,1.0,0.9715759126096617,0.5232853444153103,UP,0.9629724621772766,0.03702753782272339
250,3,0.05,0.8,0.9724611117910215,0.5145808253214378,UP,0.9403592348098755,0.05964076519012451
150,9,0.05,0.5,0.9786313474036806,0.5292441058284822,UP,0.9083539843559265,0.09164601564407349
300,7,0.03,0.5,0.9789882462657923,0.5332637961268051,UP,0.9254827499389648,0.07451725006103516
200,5,0.05,0.8,0.9821859209963085,0.5065180824222035,UP,0.9758896827697754,0.02411031723022461
150,3,0.1,0.8,0.9835860547924536,0.5349376363946196,UP,0.9678110480308533,0.03218895196914673
50,5,0.2,0.5,0.9896184190047729,0.5481016067767169,UP,0.9225339889526367,0.07746601104736328
50,5,0.2,0.8,0.9898978145870098,0.5551048005409059,UP,0.9375602006912231,0.062439799308776855
150,9,0.03,1.0,0.9925331770545688,0.500889141751458,UP,0.9349513649940491,0.06504863500595093
250,7,0.03,0.8,0.993631754326044,0.5229788859754724,UP,0.9522528648376465,0.047747135162353516
300,9,0.03,0.5,0.9937590966249875,0.5423517318337483,UP,0.9650317430496216,0.03496825695037842
100,7,0.05,1.0,0.9938707563059926,0.5034328842274224,UP,0.8924070000648499,0.10759299993515015
200,5,0.05,0.5,0.9942024418038669,0.5195473760011434,UP,0.9290574193000793,0.07094258069992065
50,3,0.2,0.8,0.9952883900012218,0.5077714012434242,UP,0.9131379127502441,0.08686208724975586
150,7,0.05,0.8,0.9958524169190325,0.524170363407488,UP,0.9549574851989746,0.04504251480102539
300,5,0.03,1.0,0.9965008201516904,0.5379829812496908,UP,0.9430586695671082,0.056941330432891846
200,7,0.05,0.5,0.998458159378338,0.5372106510111755,UP,0.9476364850997925,0.05236351490020752
300,3,0.05,0.8,1.0057783922374377,0.5124287449771049,UP,0.9551370739936829,0.04486292600631714
100,3,0.2,0.5,1.0084862021018308,0.53282678364309,UP,0.8979495763778687,0.10205042362213135
250,9,0.03,0.8,1.0101475095244166,0.5305963708724308,UP,0.96751469373703,0.03248530626296997
200,7,0.03,1.0,1.0104097442898852,0.5084557792839592,UP,0.9230538606643677,0.07694613933563232
100,5,0.1,0.5,1.0105393056104286,0.5366046053969667,UP,0.968579113483429,0.031420886516571045
50,9,0.1,1.0,1.0106835026042775,0.518372389606249,UP,0.9449830651283264,0.055016934871673584
100,9,0.05,1.0,1.0127961572805892,0.5141328188129752,UP,0.9402836561203003,0.05971634387969971
200,5,0.05,1.0,1.0238322250907577,0.5158657519638077,UP,0.9167107939720154,0.08328920602798462
100,9,0.1,0.5,1.0248037840316484,0.547377375396472,UP,0.9472209811210632,0.05277901887893677
200,3,0.1,0.5,1.0278458407344704,0.5387937905748226,UP,0.9632327556610107,0.03676724433898926
300,7,0.03,0.8,1.0286557974961987,0.5260805752073748,UP,0.9640939831733704,0.03590601682662964
200,9,0.05,0.5,1.0289365576918696,0.5291286685686329,UP,0.9319083094596863,0.06809169054031372
250,5,0.05,0.5,1.029784223982558,0.5267649532479098,UP,0.9473414421081543,0.0526585578918457
250,7,0.05,0.5,1.029910429944403,0.5423998306920188,UP,0.955119788646698,0.044880211353302
150,9,0.05,0.8,1.0313239449816756,0.5250127805537691,UP,0.9494544863700867,0.05054551362991333
250,5,0.05,0.8,1.0336734245664183,0.49969491581325554,UP,0.9752171039581299,0.024782896041870117
100,7,0.1,0.5,1.0371036635864088,0.5433549365919622,UP,0.8507850766181946,0.14921492338180542
300,9,0.03,0.8,1.0458645185990123,0.5330246760885459,UP,0.9724045395851135,0.027595460414886475
200,7,0.05,0.8,1.052313481383306,0.5131667188882841,UP,0.9709513783454895,0.029048621654510498
200,3,0.1,1.0,1.0539946382877237,0.5190993694926808,UP,0.978669285774231,0.021330714225769043
50,9,0.2,0.5,1.0541021739961673,0.5128272783742036,UP,0.9773041605949402,0.022695839405059814
100,7,0.1,0.8,1.0545319227631997,0.5231479191059659,UP,0.9379927515983582,0.062007248401641846
200,9,0.03,1.0,1.0571962719443226,0.5059491416415178,UP,0.9492480158805847,0.05075198411941528
50,7,0.2,0.8,1.0589837902298265,0.515136023571189,UP,0.9459073543548584,0.0540926456451416
250,7,0.03,1.0,1.0592558873972548,0.5232743503905627,UP,0.9326533675193787,0.06734663248062134
250,9,0.05,0.5,1.0598757901756413,0.5249028403062935,UP,0.9430965185165405,0.05690348148345947
200,3,0.1,0.8,1.0598807508697197,0.5284635300714061,UP,0.9662947058677673,0.033705294132232666
100,5,0.1,1.0,1.060723041404053,0.5187420636883854,UP,0.9063968062400818,0.09360319375991821
300,5,0.05,0.5,1.0607527675499802,0.5320723186947893,UP,0.9521781802177429,0.04782181978225708
50,7,0.2,0.5,1.0630455991524548,0.5276485979869942,UP,0.9818477630615234,0.018152236938476562
100,5,0.1,0.8,1.0673428294769296,0.502858446434363,UP,0.9120575189590454,0.08794248104095459
250,5,0.05,1.0,1.0708050765386696,0.5184603418042294,UP,0.9307727217674255,0.06922727823257446
300,7,0.05,0.5,1.0715936092503473,0.5516004551526246,UP,0.9610273838043213,0.03897261619567871
150,5,0.1,0.5,1.0737620982366192,0.5417965335839972,UP,0.9769415259361267,0.02305847406387329
50,5,0.2,1.0,1.0744892883861645,0.5024667843027315,UP,0.9443447589874268,0.05565524101257324
300,5,0.05,0.8,1.0749838168312909,0.5018442476514015,UP,0.9745092988014221,0.02549070119857788
150,7,0.05,1.0,1.0765106055654712,0.5105240301895919,UP,0.8915680050849915,0.10843199491500854
100,3,0.2,1.0,1.0795017748718798,0.5145299779569803,UP,0.9621571898460388,0.03784281015396118
50,9,0.2,0.8,1.080104893682562,0.5243050402106455,UP,0.9764169454574585,0.023583054542541504
100,9,0.1,0.8,1.0818035836815014,0.5211167730338561,UP,0.9552432298660278,0.04475677013397217
250,3,0.1,0.5,1.0818051481539073,0.5314154257161233,UP,0.9710270762443542,0.028972923755645752
100,7,0.1,1.0,1.0849202561578293,0.5370251268435605,UP,0.9586774706840515,0.041322529315948486
200,9,0.05,0.8,1.0851227147362825,0.5215757735670663,UP,0.9601911306381226,0.03980886936187744
100,3,0.2,0.8,1.088194882675653,0.5126733620277379,UP,0.9803715348243713,0.019628465175628662
150,9,0.05,1.0,1.0908475878938477,0.52523266104872,UP,0.9439889788627625,0.05601102113723755
300,9,0.05,0.5,1.0946984906486517,0.5200036280281667,UP,0.9485726952552795,0.05142730474472046
250,7,0.05,0.8,1.0973993185013833,0.524452085291644,UP,0.9754314422607422,0.024568557739257812
300,7,0.03,1.0,1.0974910575699386,0.5254236822287086,UP,0.9468497633934021,0.0531502366065979
150,7,0.1,0.5,1.1014138513716059,0.5451126062984768,UP,0.9176158308982849,0.08238416910171509
150,9,0.1,0.5,1.1022514770069711,0.5416948388550823,UP,0.950620174407959,0.049379825592041016
250,9,0.03,1.0,1.1022726650614356,0.5117608579736913,UP,0.9489687085151672,0.051031291484832764
150,3,0.2,0.5,1.1031632973599024,0.5417264466762314,UP,0.9633556604385376,0.0366443395614624
250,3,0.1,1.0,1.1095046928389145,0.5234969793917007,UP,0.9870458841323853,0.012954115867614746
300,5,0.05,1.0,1.1175667704622654,0.5187420636883854,UP,0.9342637062072754,0.06573629379272461
250,9,0.05,0.8,1.1237682717798927,0.5258070988417795,UP,0.9662716388702393,0.03372836112976074
300,3,0.1,0.5,1.1243145806017096,0.5332129487623477,UP,0.9854581356048584,0.014541864395141602
200,5,0.1,0.5,1.125031345044666,0.5383677721158551,UP,0.987379789352417,0.012620210647583008
100,5,0.2,0.5,1.1258104304198369,0.5465748115899008,UP,0.8766529560089111,0.12334704399108887
200,7,0.05,1.0,1.1298640795572907,0.5162203092619161,UP,0.8913863897323608,0.10861361026763916
300,7,0.05,0.8,1.1307243818005563,0.5269229923536558,UP,0.9779480695724487,0.02205193042755127
250,3,0.1,0.8,1.1316483156480774,0.5287988478262065,UP,0.9656838774681091,0.03431612253189087
150,7,0.1,0.8,1.1341400150269096,0.5235533237685318,UP,0.9328743815422058,0.06712561845779419
300,9,0.03,1.0,1.134598809418315,0.5207278594084115,UP,0.9542954564094543,0.045704543590545654
150,5,0.1,1.0,1.1362832858830194,0.5228579517032492,UP,0.9321943521499634,0.06780564785003662
100,5,0.2,0.8,1.1399061804809572,0.5532316935745422,UP,0.9679168462753296,0.03208315372467041
100,7,0.2,0.5,1.1435542457713186,0.5448556209700027,UP,0.983588457107544,0.016411542892456055
200,7,0.1,0.5,1.1476281299988553,0.5427997383422111,UP,0.9350719451904297,0.06492805480957031
100,9,0.1,1.0,1.1483216130823786,0.5299257353628303,UP,0.9781177639961243,0.021882236003875732
200,9,0.1,0.5,1.1515799736045311,0.5349926065183572,UP,0.9460595846176147,0.053940415382385254
200,9,0.05,1.0,1.1581277308971296,0.5190883754679332,UP,0.9490759372711182,0.050924062728881836
150,5,0.1,0.8,1.1593422382730332,0.5140256270716865,UP,0.9312229156494141,0.06877708435058594
150,9,0.1,0.8,1.1606503196771267,0.5057237641341931,UP,0.9749031662940979,0.0250968337059021
300,9,0.05,0.8,1.1635226553557179,0.5262070064919716,UP,0.9718486666679382,0.028151333332061768
300,3,0.1,1.0,1.1648944756468944,0.5245675225514933,UP,0.9909123182296753,0.009087681770324707
